Date,Party Name,Qty,Rate,Amount,Product,Cost,Profit
2024-04-15,Sri Traders,5.77,7747.5,44703.07,Toor Dhall,7392,2051.23
2024-10-20,Ganesh Suppliers,3.39,6115.86,20732.77,Orid Dust,5927,640.24
2024-07-20,Ganesh Suppliers,7.31,4323.93,31607.93,Moong Dhall,4373.25,-360.53
2024-06-12,Balaji & Co,5.19,6890.65,35762.47,Toor Dust,6651,1243.78
2025-01-09,Balaji & Co,0.39,5765.16,2248.41,Orid Dust,5468,115.89
2024-10-17,Amman Agencies,7.98,4510.39,35992.91,Moong Dhall,4364,1168.19
2024-12-01,Balaji & Co,0.68,7784.75,5293.63,Toor Dust,7549,160.31
2024-08-10,Balaji & Co,22.37,4288.05,95923.68,Moong Dhall,4046,5414.66
2024-11-19,Sri Traders,23.78,5639.8,134114.44,Orid Polish,5430,4989.04
2024-05-25,Vasanth Stores,0.78,5206.73,4061.25,Orid Dust,4876,257.97
2024-06-28,Sri Traders,3.65,5861.1,21393.01,Orid Polish,5679,664.66
2024-05-31,Sri Traders,14.86,4583.8,68115.27,Moong Dhall,4421,2419.21
2024-08-07,Ganesh Suppliers,1.34,6607.01,8853.39,Toor Dust,6407,268.01
2024-06-23,Sri Traders,19.11,4634.52,88565.68,Moong Dhall,4356,5322.52
2024-07-26,Balaji & Co,8.24,4623.85,38100.52,Moong Dhall,4398,1861.0
2024-04-10,Balaji & Co,7.86,6737.1,52953.61,Orid Polish,6370,2885.41
2024-04-22,Amman Agencies,5.78,3344.2,19329.48,Moong Dust,3188,902.84
2024-04-17,Vasanth Stores,22.96,5323.39,122225.03,Orid Dhall,5122,4623.91
2024-04-22,Amman Agencies,13.33,9025.98,120316.31,Toor Dhall,8605,5611.66
2024-10-13,Vasanth Stores,7.81,5292.94,41337.86,Orid Dust,5118,1366.28
2024-11-10,Ganesh Suppliers,3.58,5975.8,21393.36,Orid Dhall,5796,643.68
2024-08-21,Vasanth Stores,5.96,6283.05,37446.98,Orid Dust,5935,2074.38
2024-10-27,Balaji & Co,7.37,3384.22,24941.7,Moong Dust,3187,1453.51
2024-06-07,Vasanth Stores,3.63,7951.17,28862.75,Toor Dhall,7679,987.98
2024-10-05,Vasanth Stores,11.94,6339.22,75690.29,Orid Dhall,5974,4360.73
2025-01-17,Ganesh Suppliers,5.33,5522.84,29436.74,Orid Dust,5331,1022.51
2024-05-14,Amman Agencies,7.85,7438.78,58394.42,Toor Dust,7058,2989.12
2024-08-29,Balaji & Co,22.0,8562.45,188373.9,Toor Dhall,8207,7819.9
2024-07-27,Balaji & Co,17.36,7450.9,129347.62,Toor Dhall,7130,5570.82
2024-05-20,Balaji & Co,19.06,9300.07,177259.33,Toor Dhall,9173.85,2405.75
2024-10-26,Ganesh Suppliers,1.89,3290.33,6218.72,Moong Dust,3119,323.81
2024-06-25,Balaji & Co,5.58,7290.97,40683.61,Toor Dust,6964,1824.49
2024-06-26,Vasanth Stores,7.79,8950.41,69723.69,Toor Dhall,8657,2285.66
2024-06-25,Sri Traders,23.0,6491.05,149294.15,Orid Polish,6290,4624.15
2024-12-02,Sri Traders,19.98,7672.24,153291.36,Toor Dhall,7232,8796.0
2024-04-20,Sri Traders,22.66,5616.82,127277.14,Orid Polish,5447,3848.12
2025-02-14,Sri Traders,1.09,3483.62,3797.15,Moong Dust,3379,114.04
2024-10-22,Ganesh Suppliers,9.91,8556.44,84794.32,Toor Dhall,8614.2,-572.4
2024-09-17,Vasanth Stores,14.39,3931.64,56576.3,Moong Dhall,3675,3693.05
2024-05-25,Balaji & Co,5.89,3179.38,18726.55,Moong Dust,3015,968.2
2024-08-05,Vasanth Stores,6.4,6228.81,39864.38,Orid Polish,5839,2494.78
2024-10-31,Balaji & Co,6.96,5429.53,37789.53,Orid Dust,5233,1367.85
2024-04-17,Vasanth Stores,10.25,5547.63,56863.21,Orid Polish,5328,2251.21
2024-05-14,Vasanth Stores,15.31,6512.73,99709.9,Orid Polish,6129,5874.91
2024-10-09,Ganesh Suppliers,15.21,8664.62,131788.87,Toor Dhall,8188,7249.39
2024-07-27,Vasanth Stores,18.75,7309.53,137053.69,Orid Polish,6904,7603.69
2024-08-17,Sri Traders,6.8,3865.03,26282.2,Moong Dhall,3642,1516.6
2024-05-19,Ganesh Suppliers,4.05,3854.65,15611.33,Moong Dust,3683,695.18
2024-11-12,Vasanth Stores,24.53,7148.06,175341.91,Orid Polish,6888,6379.27
2025-01-18,Sri Traders,6.57,7766.34,51024.85,Toor Dust,7449,2084.92
2024-10-10,Ganesh Suppliers,1.36,5262.25,7156.66,Orid Dust,4957,415.14
2024-08-29,Ganesh Suppliers,9.77,6684.76,65310.11,Orid Dhall,6349,3280.38
2024-06-09,Balaji & Co,2.21,7203.08,15918.81,Toor Dust,6759,981.42
2025-01-08,Vasanth Stores,21.3,5897.64,125619.73,Orid Polish,5658,5104.33
2024-10-20,Amman Agencies,7.04,5665.81,39887.3,Orid Dust,5767.65,-716.96
2024-10-02,Amman Agencies,11.04,6862.68,75763.99,Orid Dhall,6449,4567.03
2024-11-14,Vasanth Stores,3.63,3830.73,13905.55,Moong Dust,3617,775.84
2025-01-27,Balaji & Co,22.58,4139.31,93465.62,Moong Dhall,3978,3642.38
2024-04-25,Amman Agencies,21.41,5318.99,113879.58,Orid Dhall,5133,3982.05
2025-01-10,Ganesh Suppliers,12.04,5535.16,66643.33,Orid Dhall,5257,3349.05
2024-08-23,Vasanth Stores,6.52,4181.26,27261.82,Moong Dhall,4058,803.66
2025-01-30,Sri Traders,3.05,8271.36,25227.65,Toor Dust,7800,1437.65
2024-06-21,Amman Agencies,16.61,7298.65,121230.58,Toor Dhall,7049,4146.69
2024-06-11,Sri Traders,1.21,3543.98,4288.22,Moong Dust,3350,234.72
2024-06-10,Sri Traders,19.44,6650.67,129289.02,Orid Dhall,6448,3939.9
2024-06-26,Vasanth Stores,24.65,5771.75,142273.64,Orid Dhall,5581,4701.99
2025-03-13,Amman Agencies,16.29,7944.02,129408.09,Toor Dhall,7710,3812.19
2024-05-22,Amman Agencies,16.56,4707.93,77963.32,Moong Dhall,4437,4486.6
2024-06-30,Ganesh Suppliers,22.04,7821.03,172375.5,Toor Dhall,7343,10535.78
2024-10-15,Ganesh Suppliers,3.82,5600.73,21394.79,Orid Dust,5297,1160.25
2024-04-15,Amman Agencies,21.17,5649.01,119589.54,Orid Dhall,5346,6414.72
2024-04-19,Vasanth Stores,5.0,6007.35,30036.75,Orid Dust,5666,1706.75
2024-09-30,Amman Agencies,13.41,5628.33,75475.91,Orid Dhall,5381,3316.7
2024-10-13,Balaji & Co,3.97,3142.93,12477.43,Moong Dust,3030,448.33
2024-10-21,Sri Traders,21.97,6905.78,151719.99,Orid Polish,6505,8805.14
2024-04-03,Ganesh Suppliers,4.71,8655.77,40768.68,Toor Dust,8283,1755.75
2024-11-13,Amman Agencies,22.47,9195.84,206630.52,Toor Dhall,8671,11793.15
2024-10-12,Vasanth Stores,11.14,4642.08,51712.77,Moong Dhall,4362,3120.09
2024-08-10,Sri Traders,21.12,7531.9,159073.73,Toor Dhall,7284,5235.65
2024-09-05,Ganesh Suppliers,6.6,5636.95,37203.87,Orid Dhall,5307,2177.67
2024-04-20,Sri Traders,20.67,7869.46,162661.74,Toor Dhall,7619,5177.01
2025-01-05,Balaji & Co,19.92,7120.64,141843.15,Orid Polish,6680,8777.55
2024-07-19,Amman Agencies,20.71,5779.17,119686.61,Orid Polish,5713.05,1369.34
2024-09-18,Balaji & Co,5.0,6836.08,34180.4,Toor Dust,6390,2230.4
2024-10-05,Amman Agencies,6.16,5172.28,31861.24,Orid Dust,4871,1855.88
2024-06-27,Sri Traders,0.43,6440.36,2769.35,Orid Dhall,6067,160.54
2025-02-16,Balaji & Co,11.6,8170.29,94775.36,Toor Dhall,7700,5455.36
2024-04-03,Balaji & Co,3.57,5960.48,21278.91,Orid Polish,5580,1358.31
2024-10-11,Sri Traders,12.84,3893.19,49988.56,Moong Dhall,3667,2904.28
2024-08-24,Sri Traders,11.92,6548.48,78057.88,Orid Dhall,6336,2532.76
2024-06-24,Amman Agencies,1.36,9160.88,12458.8,Toor Dhall,8835,443.2
2024-08-25,Vasanth Stores,4.96,6695.79,33211.12,Orid Polish,6338,1774.64
2024-07-12,Ganesh Suppliers,16.63,5875.97,97717.38,Orid Dhall,5644,3857.66
2024-10-11,Ganesh Suppliers,6.45,3335.31,21512.75,Moong Dust,3200,872.75
2025-02-10,Amman Agencies,13.62,3799.96,51755.46,Moong Dhall,3644,2124.18
2024-10-27,Sri Traders,24.22,4078.06,98770.61,Moong Dhall,3888,4603.25
2024-07-22,Ganesh Suppliers,9.45,4560.08,43092.76,Moong Dhall,4343,2051.41
2024-04-05,Vasanth Stores,22.94,9476.99,217402.15,Toor Dhall,8942,12272.67
2024-10-30,Amman Agencies,5.69,8306.98,47266.72,Toor Dhall,8060,1405.32
2024-04-17,Amman Agencies,20.13,9072.59,182631.24,Toor Dhall,8487,11787.93
2024-05-16,Sri Traders,8.91,5929.93,52835.68,Orid Dhall,5932.5,-22.9
2024-11-10,Balaji & Co,20.01,4034.46,80729.54,Moong Dhall,3889,2910.65
2024-04-24,Balaji & Co,3.16,5417.56,17119.49,Orid Dust,5143,867.61
2024-10-07,Amman Agencies,1.19,3701.64,4404.95,Moong Dust,3478,266.13
2024-09-06,Ganesh Suppliers,7.56,3985.06,30127.05,Moong Dust,3741,1845.09
2024-05-06,Balaji & Co,15.02,6568.43,98657.82,Orid Polish,6353,3235.76
2024-11-17,Vasanth Stores,14.81,5734.68,84930.61,Orid Polish,5360,5549.01
2024-07-22,Balaji & Co,18.8,8116.35,152587.38,Toor Dhall,7843,5138.98
2024-11-22,Balaji & Co,17.75,4092.43,72640.63,Moong Dhall,3933,2829.88
2024-11-30,Balaji & Co,4.83,7386.35,35676.07,Toor Dust,7078,1489.33
2024-11-27,Amman Agencies,2.91,6487.39,18878.3,Toor Dust,6267,641.33
2024-06-17,Balaji & Co,1.29,3862.18,4982.21,Moong Dust,3641,285.32
2024-12-18,Vasanth Stores,20.03,8451.52,169283.95,Toor Dhall,7928,10486.11
2024-09-14,Balaji & Co,1.67,5551.95,9271.76,Orid Dust,5361,318.89
2024-08-27,Amman Agencies,6.4,8800.24,56321.54,Toor Dust,8339,2951.94
2024-07-19,Vasanth Stores,20.92,4690.0,98114.8,Moong Dhall,4681.95,168.41
2024-10-30,Ganesh Suppliers,24.6,5656.65,139153.59,Orid Dhall,5401,6288.99
2024-06-20,Ganesh Suppliers,1.37,7073.48,9690.67,Toor Dust,6860,292.47
2024-06-16,Vasanth Stores,4.95,8053.9,39866.81,Toor Dhall,7709,1707.26
2024-08-15,Sri Traders,12.32,4586.2,56501.98,Moong Dhall,4307,3439.74
2024-11-05,Balaji & Co,3.2,7446.43,23828.58,Toor Dust,7157,926.18
2024-11-07,Balaji & Co,15.67,4426.14,69357.61,Moong Dhall,4145,4405.46
2025-01-14,Amman Agencies,15.31,8680.69,132901.36,Toor Dhall,8267,6333.59
2024-05-13,Balaji & Co,6.8,5348.67,36370.96,Orid Dust,5153,1330.56
2024-09-08,Vasanth Stores,22.46,8553.65,192114.98,Toor Dhall,8161,8818.92
2024-08-01,Amman Agencies,6.9,5974.38,41223.22,Orid Polish,5718,1769.02
2024-11-19,Vasanth Stores,0.72,5697.97,4102.54,Orid Dust,5446,181.42
2024-04-03,Amman Agencies,4.82,6341.8,30567.48,Toor Dust,6101,1160.66
2024-10-01,Ganesh Suppliers,6.6,6533.5,43121.1,Orid Dhall,6138,2610.3
2024-08-08,Sri Traders,5.63,5095.09,28685.36,Orid Dust,4822,1537.5
2024-05-06,Vasanth Stores,15.23,9294.29,141552.04,Toor Dhall,8803,7482.35
2024-05-30,Ganesh Suppliers,11.85,6174.62,73169.25,Orid Dhall,5920,3017.25
2024-07-27,Amman Agencies,2.94,8643.72,25412.54,Toor Dust,8164,1410.38
2024-08-22,Sri Traders,7.16,4165.01,29821.47,Moong Dhall,3970,1396.27
2024-07-08,Ganesh Suppliers,5.81,5743.83,33371.65,Orid Dhall,5847.45,-602.03
2024-10-13,Balaji & Co,10.17,8554.0,86994.18,Toor Dhall,8107,4545.99
2024-08-17,Ganesh Suppliers,7.33,6398.5,46901.0,Orid Dust,6184,1572.28
2024-10-29,Sri Traders,24.58,8773.84,215660.99,Toor Dhall,8472,7419.23
2024-04-08,Amman Agencies,7.56,8057.95,60918.1,Toor Dust,7555,3802.3
2024-07-19,Balaji & Co,10.64,9049.98,96291.79,Toor Dhall,8546,5362.35
2024-08-24,Sri Traders,4.33,3616.55,15659.66,Moong Dust,3454,703.84
2024-12-20,Ganesh Suppliers,1.97,3385.52,6669.47,Moong Dust,3165,434.42
2024-06-18,Vasanth Stores,5.83,3142.49,18320.72,Moong Dust,3022,702.46
2024-12-14,Ganesh Suppliers,0.3,5564.97,1669.49,Orid Dust,5260,91.49
2024-10-17,Sri Traders,17.35,6992.58,121321.26,Orid Polish,6579,7175.61
2025-01-06,Balaji & Co,1.36,6089.33,8281.49,Orid Dust,5857,315.97
2024-07-20,Sri Traders,2.68,6098.99,16345.29,Orid Dust,5884,576.17
2024-09-17,Ganesh Suppliers,7.8,7611.4,59368.92,Toor Dust,7587.3,187.98
2024-12-18,Balaji & Co,4.03,4011.5,16166.35,Moong Dust,3883,517.86
2024-06-03,Vasanth Stores,20.06,8516.08,170832.56,Toor Dhall,8167,7002.54
2024-11-17,Sri Traders,3.51,7180.08,25202.08,Toor Dust,6827,1239.31
2024-07-16,Sri Traders,6.98,4348.96,30355.74,Moong Dhall,4133,1507.4
2024-12-23,Ganesh Suppliers,17.9,6546.33,117179.31,Orid Dhall,6298,4445.11
2024-05-27,Amman Agencies,20.64,5365.78,110749.7,Orid Dhall,5027,6992.42
2024-06-20,Sri Traders,1.65,6717.53,11083.92,Toor Dust,6441,456.27
2024-10-28,Vasanth Stores,4.49,4054.61,18205.2,Moong Dust,3807,1111.77
2024-10-22,Ganesh Suppliers,0.76,5083.3,3863.31,Orid Dust,4808,209.23
2024-09-14,Sri Traders,16.22,3929.55,63737.3,Moong Dhall,3803,2052.64
2024-07-19,Balaji & Co,1.08,3461.47,3738.39,Moong Dust,3343,127.95
2024-05-15,Amman Agencies,0.95,3903.42,3708.25,Moong Dust,3662,229.35
2024-04-28,Ganesh Suppliers,5.8,3783.74,21945.69,Moong Dust,3625,920.69
2024-09-19,Vasanth Stores,12.6,5921.12,74606.11,Orid Polish,5634,3617.71
2024-09-15,Vasanth Stores,5.22,5328.94,27817.07,Orid Dust,5095,1221.17
2024-05-18,Sri Traders,3.23,7580.16,24483.92,Toor Dhall,7097,1560.61
2024-09-23,Balaji & Co,7.6,6780.56,51532.26,Toor Dust,6572,1585.06
2024-07-03,Amman Agencies,2.47,6787.7,16765.62,Toor Dust,6537,619.23
2024-08-09,Vasanth Stores,7.69,4164.64,32026.08,Moong Dust,3998,1281.46
2024-05-20,Vasanth Stores,5.42,6726.8,36459.26,Toor Dust,6324,2183.18
2024-07-05,Ganesh Suppliers,21.47,8912.84,191358.67,Toor Dhall,8494,8992.49
2024-07-07,Vasanth Stores,15.78,4302.38,67891.56,Moong Dhall,4064,3761.64
2024-09-14,Amman Agencies,7.38,5635.71,41591.54,Orid Dust,5285,2588.24
2024-08-13,Sri Traders,6.41,3530.46,22630.25,Moong Dust,3348,1169.57
2024-06-08,Balaji & Co,14.28,9171.56,130969.88,Toor Dhall,8711,6576.8
2024-08-05,Balaji & Co,3.23,3441.9,11117.34,Moong Dust,3266,568.16
2024-07-15,Balaji & Co,6.55,7579.77,49647.49,Toor Dust,7152,2801.89
2024-05-30,Vasanth Stores,6.53,7173.14,46840.6,Orid Polish,6905,1750.95
2024-06-08,Sri Traders,3.73,6290.3,23462.82,Orid Polish,5902,1448.36
2024-11-14,Vasanth Stores,17.63,3968.65,69967.3,Moong Dhall,3731,4189.77
2024-07-14,Vasanth Stores,8.47,7104.76,60177.32,Orid Polish,6818,2428.86
2024-08-17,Ganesh Suppliers,4.65,5815.81,27043.52,Orid Dust,5597,1017.47
2024-07-03,Sri Traders,14.74,8702.49,128274.7,Toor Dhall,8202,7377.22
2024-08-30,Amman Agencies,5.18,6815.08,35302.11,Orid Polish,6555,1347.21
2024-09-21,Sri Traders,7.49,6829.28,51151.31,Orid Dhall,6448,2855.79
2024-11-28,Ganesh Suppliers,8.39,8028.59,67359.87,Toor Dhall,7600,3595.87
2024-10-04,Ganesh Suppliers,20.98,7571.48,158849.65,Toor Dhall,7269,6346.03
2024-10-15,Sri Traders,3.73,3989.17,14879.6,Moong Dhall,3847,530.29
2024-10-17,Amman Agencies,19.96,9204.98,183731.4,Toor Dhall,8666,10758.04
2024-12-16,Sri Traders,7.44,5286.98,39335.13,Orid Dust,4974,2328.57
2024-06-18,Sri Traders,5.53,6231.3,34459.09,Orid Polish,6124.65,589.78
2024-10-31,Sri Traders,3.93,5708.54,22434.56,Orid Dust,5757.15,-191.04
2024-08-08,Ganesh Suppliers,8.37,7960.64,66630.56,Toor Dhall,7445,4315.91
2024-09-23,Sri Traders,2.09,3311.83,6921.72,Moong Dust,3341.1,-61.18
2024-06-06,Ganesh Suppliers,0.59,3609.49,2129.6,Moong Dust,3475,79.35
2024-06-10,Amman Agencies,7.83,3244.5,25404.44,Moong Dust,3062,1428.98
2024-04-24,Ganesh Suppliers,5.4,7769.22,41953.79,Toor Dust,7287,2603.99
2024-05-25,Vasanth Stores,18.05,5436.28,98124.85,Orid Dhall,5490.45,-977.77
2024-11-01,Amman Agencies,7.57,8872.19,67162.48,Toor Dust,8411,3491.21
2024-10-11,Amman Agencies,24.66,5728.2,141257.41,Orid Polish,5396,8192.05
2024-11-08,Vasanth Stores,6.79,6284.84,42674.06,Orid Dust,5950,2273.56
2024-06-01,Vasanth Stores,9.85,6971.84,68672.62,Orid Polish,6724,2441.22
2025-02-24,Balaji & Co,3.76,7290.07,27410.66,Toor Dust,6910,1429.06
2024-10-10,Amman Agencies,7.13,4088.7,29152.43,Moong Dust,3872,1545.07
2024-04-06,Amman Agencies,19.27,5899.82,113689.53,Orid Dhall,5588,6008.77
2024-08-19,Balaji & Co,10.57,4164.29,44016.55,Moong Dhall,3897,2825.26
2024-08-13,Amman Agencies,21.12,5272.33,111351.61,Orid Dhall,5033,5054.65
2024-11-14,Amman Agencies,5.37,4619.02,24804.14,Moong Dhall,4624.2,-27.81
2024-06-06,Vasanth Stores,1.65,9072.52,14969.66,Toor Dust,8498,947.96
2024-08-03,Balaji & Co,2.24,5679.79,12722.73,Orid Dust,5473,463.21
2025-03-08,Ganesh Suppliers,14.24,7008.78,99805.03,Orid Polish,6797,3015.75
2024-09-03,Balaji & Co,3.93,6702.12,26339.33,Orid Dhall,6318,1509.59
2024-05-24,Vasanth Stores,20.12,6943.6,139705.23,Orid Polish,6592,7074.19
2025-01-07,Sri Traders,6.37,3836.41,24437.93,Moong Dust,3590,1569.63
2024-07-03,Sri Traders,24.28,5758.82,139824.15,Orid Dhall,5393,8882.11
2024-08-27,Ganesh Suppliers,13.48,7330.66,98817.3,Orid Polish,6951,5117.82
2024-08-24,Ganesh Suppliers,8.73,6328.27,55245.8,Orid Polish,5918,3581.66
2024-08-11,Sri Traders,1.94,3654.95,7090.6,Moong Dust,3528,246.28
2024-06-12,Ganesh Suppliers,11.64,5785.23,67340.08,Orid Polish,5565,2563.48
2024-10-06,Sri Traders,3.01,3788.67,11403.9,Moong Dust,3657,396.33
2024-08-27,Ganesh Suppliers,0.86,5254.64,4518.99,Orid Dust,5066,162.23
2024-08-14,Vasanth Stores,22.68,5555.46,125997.83,Orid Polish,5380,3979.43
2025-02-05,Sri Traders,19.38,4155.55,80534.56,Moong Dhall,3934,4293.64
2024-09-12,Ganesh Suppliers,6.08,5851.72,35578.46,Orid Dust,5659,1171.74
2024-06-04,Vasanth Stores,14.33,7382.3,105788.36,Orid Polish,6960,6051.56
2024-07-13,Amman Agencies,2.65,6003.06,15908.11,Orid Dust,5781,588.46
2024-07-06,Ganesh Suppliers,1.43,5755.2,8229.94,Orid Dust,5473,403.55
2024-07-14,Balaji & Co,4.77,6919.0,33003.63,Toor Dust,6582,1607.49
2024-08-05,Sri Traders,9.31,5939.38,55295.63,Orid Polish,5685,2368.28
2024-09-11,Ganesh Suppliers,3.4,8358.16,28417.74,Toor Dust,7992,1244.94
2024-05-23,Vasanth Stores,19.83,8550.25,169551.46,Toor Dhall,8194,7064.44
2024-10-02,Balaji & Co,17.27,6645.89,114774.52,Orid Dhall,6346,5179.1
2024-06-22,Ganesh Suppliers,24.56,6352.31,156012.73,Orid Dhall,6045,7547.53
2024-05-09,Ganesh Suppliers,4.79,8443.8,40445.8,Toor Dhall,7947,2379.67
2024-10-06,Balaji & Co,12.12,7766.96,94135.56,Toor Dhall,7405,4386.96
2024-09-08,Vasanth Stores,3.2,7629.0,24412.8,Toor Dhall,7297,1062.4
2024-04-06,Sri Traders,12.62,6468.62,81633.98,Orid Dhall,6047,5320.84
2025-02-01,Sri Traders,2.0,5801.67,11603.34,Orid Dust,5623,357.34
2025-01-13,Sri Traders,0.23,8075.54,1857.37,Toor Dhall,7663,94.88
2024-08-31,Ganesh Suppliers,0.38,7365.2,2798.78,Toor Dust,7096,102.3
2024-10-25,Balaji & Co,11.51,3739.07,43036.7,Moong Dhall,3618,1393.52
2024-06-12,Vasanth Stores,1.65,3402.3,5613.8,Moong Dust,3295,177.05
2024-05-05,Sri Traders,7.17,7884.57,56532.37,Toor Dhall,7377,3639.28
2024-08-24,Vasanth Stores,12.79,5616.77,71838.49,Orid Dhall,5312,3898.01
2024-08-06,Sri Traders,1.46,3430.61,5008.69,Moong Dust,3271,233.03
2024-09-12,Sri Traders,1.57,6448.89,10124.76,Orid Dust,6124,510.08
2024-09-15,Amman Agencies,6.45,8096.06,52219.59,Toor Dust,7754,2206.29
2024-08-26,Ganesh Suppliers,20.16,5702.13,114954.94,Orid Polish,5427,5546.62
2024-08-29,Amman Agencies,5.76,7516.91,43297.4,Toor Dust,7046,2712.44
2024-08-21,Vasanth Stores,24.11,4084.54,98478.26,Moong Dhall,3830,6136.96
2024-07-21,Ganesh Suppliers,11.94,6723.0,80272.62,Orid Polish,6425,3558.12
2024-10-03,Balaji & Co,5.9,3866.26,22810.93,Moong Dhall,3742,733.13
2024-07-28,Sri Traders,6.4,8485.81,54309.18,Toor Dust,7963,3345.98
2024-04-23,Balaji & Co,22.76,6245.08,142138.02,Orid Polish,5942,6898.1
2024-04-27,Balaji & Co,6.86,5540.31,38006.53,Orid Polish,5342,1360.41
2024-05-21,Sri Traders,4.51,6564.63,29606.48,Orid Dhall,6153,1856.45
2024-10-14,Amman Agencies,1.69,3448.64,5828.2,Moong Dust,3293,263.03
2024-05-22,Sri Traders,11.29,5874.15,66319.15,Orid Polish,5533,3851.58
2025-01-16,Ganesh Suppliers,0.29,6118.56,1774.38,Orid Dhall,5876,70.34
2024-07-28,Amman Agencies,2.76,5854.85,16159.39,Orid Dhall,5637,601.27
2025-03-09,Amman Agencies,2.67,3345.46,8932.38,Moong Dust,3217,342.99
2024-04-03,Balaji & Co,12.32,6545.7,80643.02,Orid Dhall,6324,2731.34
2024-09-21,Amman Agencies,5.27,5325.86,28067.28,Orid Dust,5158,884.62
2024-11-05,Sri Traders,5.13,8763.46,44956.55,Toor Dust,8204,2870.03
2024-07-01,Sri Traders,3.6,8507.42,30626.71,Toor Dhall,8171,1211.11
2024-04-08,Ganesh Suppliers,1.81,6524.68,11809.67,Orid Polish,6192,602.15
2024-09-08,Vasanth Stores,3.94,5342.03,21047.6,Orid Dhall,5181,634.46
2024-08-30,Vasanth Stores,20.16,5443.41,109739.15,Orid Dhall,5137,6177.23
2024-07-16,Vasanth Stores,9.4,5821.65,54723.51,Orid Dhall,5456,3437.11
2024-04-30,Amman Agencies,3.72,8115.6,30190.03,Toor Dust,7763,1311.67
2024-09-09,Ganesh Suppliers,3.59,3719.09,13351.53,Moong Dust,3780.0,-218.67
2024-05-24,Amman Agencies,1.86,6269.31,11660.92,Orid Dust,5914,660.88
2024-05-05,Sri Traders,15.93,5656.98,90115.69,Orid Dhall,5443,3408.7
2024-04-14,Vasanth Stores,4.82,7440.5,35863.21,Toor Dust,7174,1284.53
2024-05-11,Balaji & Co,7.7,6247.5,48105.75,Orid Polish,5852,3045.35
2024-08-02,Ganesh Suppliers,7.42,5647.62,41905.34,Orid Dust,5298,2594.18
2024-09-15,Ganesh Suppliers,1.37,6473.8,8869.11,Orid Polish,6159,431.28
2024-12-05,Amman Agencies,1.87,6266.52,11718.39,Orid Dust,5937,616.2
2024-06-20,Vasanth Stores,1.96,4093.44,8023.14,Moong Dust,3913,353.66
2024-05-16,Balaji & Co,7.27,3748.72,27253.19,Moong Dust,3615,972.14
2024-04-05,Vasanth Stores,1.33,8820.67,11731.49,Toor Dust,8434,514.27
2024-08-13,Ganesh Suppliers,0.7,6224.33,4357.03,Orid Dust,5841,268.33
2024-04-21,Amman Agencies,0.96,5902.56,5666.46,Orid Polish,5695,199.26
2024-07-26,Vasanth Stores,18.91,6822.95,129021.98,Orid Polish,6533,5482.95
2024-05-03,Vasanth Stores,1.73,7639.55,13216.42,Toor Dust,7329,537.25
2024-04-26,Ganesh Suppliers,6.27,3424.5,21471.61,Moong Dust,3227,1238.32
2024-07-24,Sri Traders,1.68,7492.15,12586.81,Toor Dust,7028,779.77
2024-06-16,Vasanth Stores,5.87,4122.8,24200.84,Moong Dhall,3885,1395.89
2024-10-27,Balaji & Co,2.55,5194.32,13245.52,Orid Dust,4974,561.82
2024-09-20,Ganesh Suppliers,2.16,8089.67,17473.69,Toor Dust,7594,1070.65
2024-06-08,Balaji & Co,3.52,3707.59,13050.72,Moong Dust,3599,382.24
2024-07-15,Amman Agencies,5.05,4206.51,21242.88,Moong Dhall,4083,623.73
2024-08-07,Amman Agencies,2.3,5774.72,13281.86,Orid Dust,5489,657.16
2024-09-09,Sri Traders,0.97,8665.08,8405.13,Toor Dhall,8329,326.0
2024-06-24,Amman Agencies,3.49,6073.94,21198.05,Orid Dhall,5862,739.67
2025-01-17,Vasanth Stores,14.91,4383.5,65357.99,Moong Dhall,4114,4018.25
2024-04-29,Amman Agencies,6.91,5849.61,40420.81,Orid Dust,5468,2636.93
2024-08-20,Sri Traders,8.69,6013.26,52255.23,Orid Polish,5726,2496.29
2024-07-02,Vasanth Stores,6.99,7001.57,48940.97,Toor Dust,6589,2883.86
2024-09-09,Balaji & Co,0.88,8121.92,7147.29,Toor Dhall,7726,348.41
2024-08-31,Vasanth Stores,15.55,9310.82,144783.25,Toor Dhall,8837,7367.9
2025-01-27,Vasanth Stores,5.93,5658.73,33556.27,Orid Dhall,5318,2020.53
2024-05-21,Amman Agencies,17.79,4109.82,73113.7,Moong Dhall,3844,4728.94
2024-07-30,Ganesh Suppliers,24.06,7834.2,188490.85,Toor Dhall,7368,11216.77
2024-04-18,Sri Traders,21.14,5848.01,123626.93,Orid Polish,5848.5,-10.36
2024-08-09,Ganesh Suppliers,3.16,3360.37,10618.77,Moong Dust,3222,437.25
2025-01-01,Ganesh Suppliers,6.62,6308.27,41760.75,Orid Dust,5961,2298.93
2024-11-08,Vasanth Stores,13.03,6791.05,88487.38,Orid Dhall,6434,4652.36
2024-07-30,Sri Traders,0.54,7655.25,4133.84,Toor Dust,7314,184.28
2025-01-30,Vasanth Stores,8.24,5872.22,48387.09,Orid Polish,5491,3141.25
2025-01-13,Amman Agencies,22.5,5704.63,128354.18,Orid Dhall,5426,6269.18
2024-04-24,Vasanth Stores,21.24,5819.79,123612.34,Orid Dhall,5587,4944.46
2024-08-13,Sri Traders,4.02,8489.61,34128.23,Toor Dust,8136,1421.51
