Date,Party Name,Amount,Expense Type,Product
2024-11-18,Sri Traders,16630.01,Maintenance,Moong Dhall
2024-05-08,Vasanth Stores,52073.82,Packing,Orid Dhall
2024-09-14,Vasanth Stores,49580.42,Transport,Moong Dhall
2024-09-10,Ganesh Suppliers,65467.67,Packing,Orid Polish
2024-07-31,Sri Traders,59921.6,Transport,Orid Dust
2024-09-12,Balaji & Co,87974.14,Packing,Orid Polish
2024-08-11,Amman Agencies,44192.83,Maintenance,Moong Dust
2025-02-01,Balaji & Co,19050.67,Transport,Moong Dhall
2025-01-11,Ganesh Suppliers,12396.5,Transport,Orid Dust
2024-09-11,Amman Agencies,40099.56,Maintenance,Moong Dust
2024-09-25,Sri Traders,75997.18,Transport,Orid Polish
2024-08-21,Balaji & Co,100000,Transport,Toor Dhall
2024-04-04,Balaji & Co,67692.95,Packing,Toor Dhall
2024-06-25,Sri Traders,62151.35,Salary,Toor Dust
2024-08-25,Amman Agencies,83602.39,Transport,Toor Dust
2024-09-11,Sri Traders,69084.71,Packing,Orid Dust
2024-04-02,Balaji & Co,64526.51,Packing,Toor Dhall
2024-05-23,Ganesh Suppliers,56069.24,Salary,Orid Polish
2025-02-18,Amman Agencies,17388.85,Transport,Moong Dhall
2025-03-29,Vasanth Stores,21815.85,Packing,Orid Dust
2024-11-30,Vasanth Stores,27615.81,Transport,Orid Dhall
2024-10-08,Vasanth Stores,32740.99,Salary,Orid Dust
2024-04-04,Balaji & Co,59882.13,Transport,Toor Dhall
2025-03-11,Amman Agencies,35905.67,Packing,Toor Dhall
2024-06-16,Sri Traders,36822.21,Salary,Moong Dhall
2024-09-30,Balaji & Co,68540.16,Transport,Orid Dhall
2024-06-14,Balaji & Co,53864.81,Packing,Orid Dhall
2024-04-29,Amman Agencies,47962.53,Transport,Toor Dust
2024-08-09,Vasanth Stores,54472.94,Packing,Moong Dust
2024-05-21,Vasanth Stores,64013.03,Transport,Toor Dust
2025-02-12,Sri Traders,32526.94,Transport,Orid Dhall
2024-07-09,Amman Agencies,83717.21,Salary,Toor Dhall
2024-09-25,Balaji & Co,73233.9,Packing,Orid Dhall
2025-03-01,Vasanth Stores,13834.96,Maintenance,Moong Dust
2024-09-16,Ganesh Suppliers,72945.24,Packing,Orid Polish
2024-10-02,Vasanth Stores,34226.29,Maintenance,Orid Polish
2024-10-31,Ganesh Suppliers,48609.22,Packing,Toor Dust
2024-04-08,Vasanth Stores,31054.69,Transport,Moong Dhall
2024-12-03,Sri Traders,13819.63,Packing,Orid Polish
2024-06-21,Vasanth Stores,36443.07,Transport,Moong Dhall
2024-10-28,Vasanth Stores,36439.72,Maintenance,Orid Polish
2024-07-29,Sri Traders,54335.73,Transport,Orid Dust
2024-07-21,Amman Agencies,42323.87,Office Supplies,Moong Dhall
2024-06-13,Balaji & Co,45000.06,Packing,Orid Dust
2024-05-30,Sri Traders,28203.61,Packing,Moong Dust
2024-06-01,Balaji & Co,59593.5,Packing,Orid Polish
2024-10-05,Ganesh Suppliers,45768.24,Packing,Toor Dhall
2024-08-07,Vasanth Stores,82099.87,Maintenance,Orid Dhall
2024-07-15,Amman Agencies,65759.77,Office Supplies,Orid Dhall
2024-10-12,Ganesh Suppliers,30195.84,Transport,Orid Dust
2024-08-11,Ganesh Suppliers,74829.0,Packing,Orid Dhall
2024-04-20,Vasanth Stores,26732.09,Transport,Moong Dust
2024-09-29,Ganesh Suppliers,67205.89,Maintenance,Orid Polish
2024-09-13,Sri Traders,58735.28,Packing,Moong Dhall
2024-08-18,Ganesh Suppliers,44282.92,Transport,Moong Dust
2024-05-31,Vasanth Stores,40472.86,Packing,Orid Dhall
2024-09-16,Sri Traders,71683.1,Salary,Orid Polish
2024-08-27,Ganesh Suppliers,89753.91,Packing,Orid Dhall
2024-07-13,Amman Agencies,77530.55,Packing,Toor Dust
2024-08-09,Amman Agencies,100000,Transport,Toor Dhall
2024-07-23,Sri Traders,65528.69,Maintenance,Orid Dhall
2024-05-10,Sri Traders,64563.9,Transport,Toor Dhall
2025-02-24,Ganesh Suppliers,30136.86,Transport,Orid Dust
2024-05-16,Ganesh Suppliers,53416.23,Salary,Orid Polish
2024-08-09,Sri Traders,100000,Transport,Toor Dhall
2024-08-10,Balaji & Co,79914.53,Transport,Orid Polish
2024-04-08,Vasanth Stores,42013.05,Maintenance,Orid Polish
2024-06-15,Balaji & Co,84565.47,Maintenance,Toor Dhall
2024-09-22,Ganesh Suppliers,70216.11,Office Supplies,Orid Dust
2024-07-24,Sri Traders,72203.26,Transport,Toor Dhall
2025-02-22,Amman Agencies,18225.3,Packing,Moong Dhall
2024-10-10,Amman Agencies,24142.76,Transport,Moong Dust
2024-06-30,Amman Agencies,59633.8,Transport,Orid Dhall
2024-08-28,Sri Traders,100000,Office Supplies,Toor Dhall
2025-03-29,Sri Traders,16594.84,Salary,Moong Dust
2024-06-08,Vasanth Stores,69866.17,Office Supplies,Toor Dhall
2024-10-15,Ganesh Suppliers,41072.56,Transport,Orid Dust
2024-08-16,Vasanth Stores,56785.61,Transport,Moong Dhall
2024-09-02,Amman Agencies,72649.62,Transport,Orid Dhall
2024-12-11,Vasanth Stores,23960.88,Transport,Toor Dust
2024-07-16,Sri Traders,74580.9,Transport,Orid Polish
2024-10-30,Sri Traders,24124.25,Salary,Moong Dust
2024-04-18,Amman Agencies,41681.73,Transport,Orid Dhall
2024-08-02,Vasanth Stores,46461.21,Packing,Moong Dhall
2024-06-23,Ganesh Suppliers,58022.57,Packing,Orid Dust
2024-05-30,Balaji & Co,29549.53,Packing,Moong Dust
2024-04-05,Balaji & Co,25400.02,Packing,Moong Dhall
2024-06-15,Balaji & Co,60383.31,Maintenance,Orid Dhall
2024-09-21,Ganesh Suppliers,72646.88,Transport,Orid Polish
2024-09-08,Vasanth Stores,70538.77,Transport,Orid Polish
2024-12-29,Vasanth Stores,24424.16,Office Supplies,Toor Dhall
2025-02-25,Amman Agencies,28288.55,Packing,Orid Dhall
2025-02-14,Balaji & Co,35942.18,Packing,Toor Dhall
2024-07-26,Amman Agencies,95119.11,Transport,Toor Dhall
2024-06-16,Vasanth Stores,62950.71,Transport,Orid Polish
2024-08-06,Sri Traders,66911.06,Transport,Moong Dhall
2024-06-25,Vasanth Stores,31323.49,Maintenance,Moong Dust
2025-03-02,Amman Agencies,24304.65,Maintenance,Orid Dhall
2024-10-12,Vasanth Stores,32179.37,Packing,Orid Dust
2024-11-26,Vasanth Stores,26269.82,Transport,Toor Dust
2024-06-18,Vasanth Stores,73638.87,Packing,Toor Dust
2024-07-24,Sri Traders,39090.69,Packing,Moong Dhall
2024-08-01,Sri Traders,55343.04,Transport,Moong Dhall
2024-09-12,Vasanth Stores,55438.62,Transport,Moong Dhall
2024-09-01,Balaji & Co,39541.99,Transport,Moong Dust
2024-06-03,Amman Agencies,54236.27,Transport,Orid Dust
2024-10-12,Vasanth Stores,22931.64,Salary,Moong Dhall
2024-05-17,Amman Agencies,56253.11,Office Supplies,Orid Polish
2024-10-13,Balaji & Co,29346.07,Maintenance,Orid Dust
2024-05-12,Vasanth Stores,70408.51,Packing,Toor Dust
2024-06-15,Sri Traders,57473.97,Transport,Orid Dhall
2024-08-22,Balaji & Co,44148.94,Packing,Moong Dust
2024-07-19,Sri Traders,56649.8,Office Supplies,Orid Dhall
2024-09-23,Vasanth Stores,75014.4,Transport,Orid Polish
2024-08-19,Balaji & Co,100000,Transport,Toor Dhall
2024-12-15,Ganesh Suppliers,10619.57,Transport,Moong Dhall
2024-10-20,Amman Agencies,19760.85,Packing,Moong Dust
2024-08-09,Sri Traders,76792.15,Packing,Orid Dhall
2024-08-28,Balaji & Co,43543.05,Transport,Moong Dust
2024-07-15,Amman Agencies,65088.39,Packing,Orid Dhall
2024-08-10,Balaji & Co,73423.35,Transport,Orid Dust
2024-11-23,Vasanth Stores,25539.5,Transport,Orid Polish
2024-09-13,Sri Traders,83200.09,Packing,Orid Dust
2024-07-26,Amman Agencies,41221.0,Transport,Moong Dhall
2024-07-06,Balaji & Co,53620.2,Transport,Orid Dhall
2024-09-09,Amman Agencies,54433.02,Packing,Moong Dhall
2024-11-08,Amman Agencies,24521.83,Transport,Orid Dhall
2024-04-10,Ganesh Suppliers,67106.73,Transport,Toor Dhall
2024-11-26,Sri Traders,34840.11,Salary,Toor Dhall
2025-03-05,Ganesh Suppliers,24155.07,Packing,Orid Polish
2024-07-09,Vasanth Stores,77152.76,Salary,Toor Dust
2024-08-15,Ganesh Suppliers,92631.88,Transport,Orid Dhall
2024-04-23,Ganesh Suppliers,44871.17,Packing,Orid Dhall
2024-05-30,Amman Agencies,33175.86,Packing,Moong Dhall
2024-07-08,Sri Traders,58596.85,Packing,Orid Polish
2024-11-26,Vasanth Stores,20402.55,Transport,Orid Polish
2025-02-15,Balaji & Co,20706.83,Packing,Moong Dhall
2024-09-26,Ganesh Suppliers,78964.73,Transport,Orid Dhall
2025-01-02,Vasanth Stores,13720.41,Transport,Orid Dust
2024-08-17,Balaji & Co,100000,Packing,Toor Dhall
2024-09-25,Amman Agencies,100000,Transport,Toor Dhall
2024-08-04,Amman Agencies,86331.41,Packing,Orid Dust
2024-09-22,Ganesh Suppliers,64926.2,Transport,Orid Dhall
2025-02-15,Balaji & Co,18171.13,Packing,Moong Dust
2025-02-26,Amman Agencies,25144.22,Packing,Orid Dust
2025-01-01,Balaji & Co,14776.24,Packing,Toor Dhall
2024-08-11,Ganesh Suppliers,77912.26,Salary,Orid Dhall
2024-07-23,Ganesh Suppliers,40330.22,Packing,Moong Dust
2025-03-01,Amman Agencies,29160.87,Transport,Toor Dust
2024-09-19,Amman Agencies,70831.45,Packing,Orid Polish
2024-08-28,Vasanth Stores,46592.45,Packing,Moong Dust
2024-04-25,Vasanth Stores,57151.17,Transport,Toor Dhall
2024-09-17,Amman Agencies,47243.16,Transport,Moong Dhall
2025-01-12,Amman Agencies,7531.42,Transport,Moong Dust
2025-03-22,Balaji & Co,26803.92,Packing,Toor Dust
2024-11-23,Sri Traders,25526.26,Packing,Orid Dhall
2024-04-14,Amman Agencies,48882.66,Maintenance,Toor Dhall
2024-07-26,Ganesh Suppliers,62048.06,Packing,Toor Dust
2025-03-04,Amman Agencies,31576.83,Transport,Toor Dhall
2024-08-12,Sri Traders,97384.96,Packing,Toor Dhall
2024-08-14,Sri Traders,87935.16,Transport,Toor Dust
2024-06-06,Vasanth Stores,61035.87,Packing,Orid Polish
2024-11-29,Ganesh Suppliers,15826.82,Transport,Moong Dhall
2024-05-25,Ganesh Suppliers,47657.65,Salary,Orid Polish
2024-05-03,Ganesh Suppliers,58034.67,Office Supplies,Toor Dust
2024-08-12,Sri Traders,85295.76,Maintenance,Orid Dhall
2024-11-21,Vasanth Stores,29145.65,Office Supplies,Toor Dust
2024-09-29,Vasanth Stores,78340.98,Packing,Orid Dust
2024-09-19,Ganesh Suppliers,72898.86,Maintenance,Orid Dhall
2024-05-19,Balaji & Co,32775.14,Packing,Moong Dhall
2024-08-04,Balaji & Co,100000,Transport,Toor Dhall
2025-03-13,Vasanth Stores,30671.44,Transport,Toor Dust
2024-12-20,Amman Agencies,16517.69,Office Supplies,Orid Dust
2024-08-31,Ganesh Suppliers,52606.21,Salary,Moong Dust
2024-04-14,Amman Agencies,25292.69,Transport,Moong Dust
2024-10-13,Balaji & Co,28869.39,Transport,Moong Dhall
2024-05-07,Amman Agencies,48273.45,Salary,Orid Polish
2024-05-13,Ganesh Suppliers,57717.09,Packing,Orid Dust
2024-04-28,Sri Traders,24513.21,Transport,Moong Dhall
2024-06-22,Sri Traders,49740.51,Packing,Orid Dust
2024-07-06,Amman Agencies,30623.33,Packing,Moong Dust
2024-07-30,Vasanth Stores,79677.42,Maintenance,Toor Dhall
2024-08-06,Vasanth Stores,54961.75,Packing,Moong Dhall
2024-04-29,Amman Agencies,50433.56,Packing,Toor Dust
2024-09-23,Amman Agencies,51045.19,Office Supplies,Moong Dust
2025-02-21,Balaji & Co,31504.81,Transport,Orid Dhall
2024-09-16,Balaji & Co,40766.48,Office Supplies,Moong Dust
2024-04-16,Ganesh Suppliers,59033.38,Packing,Toor Dhall
2024-07-29,Ganesh Suppliers,69249.36,Maintenance,Toor Dust
2025-02-16,Sri Traders,21765.56,Transport,Orid Dust
2024-11-09,Ganesh Suppliers,18840.33,Packing,Moong Dhall
2024-07-23,Vasanth Stores,81950.17,Transport,Toor Dust
2024-10-19,Amman Agencies,25347.76,Transport,Moong Dhall
2024-09-05,Sri Traders,54006.37,Transport,Moong Dhall
2024-06-21,Amman Agencies,87320.89,Transport,Toor Dhall
2024-05-27,Amman Agencies,60588.09,Packing,Toor Dust
2025-03-15,Amman Agencies,22218.65,Transport,Orid Dhall
2024-06-07,Vasanth Stores,49301.92,Transport,Orid Polish
2024-04-28,Vasanth Stores,67391.01,Packing,Toor Dhall
2024-06-02,Ganesh Suppliers,54977.9,Packing,Orid Polish
2024-09-01,Amman Agencies,85566.76,Transport,Toor Dust
2024-08-10,Vasanth Stores,57597.01,Packing,Moong Dhall
2024-08-04,Sri Traders,87493.66,Transport,Orid Dhall
2024-04-04,Amman Agencies,22046.09,Transport,Moong Dust
2024-07-01,Ganesh Suppliers,85316.47,Transport,Toor Dust
2024-04-05,Amman Agencies,38059.86,Packing,Orid Dhall
2024-06-14,Ganesh Suppliers,38297.5,Packing,Moong Dhall
2024-07-17,Vasanth Stores,30914.98,Packing,Moong Dust
2024-04-09,Amman Agencies,42938.95,Packing,Orid Polish
2025-02-10,Ganesh Suppliers,32844.38,Transport,Toor Dust
2024-04-09,Amman Agencies,26781.26,Maintenance,Moong Dust
2024-04-21,Balaji & Co,65522.92,Packing,Toor Dust
2024-06-17,Ganesh Suppliers,48719.97,Transport,Orid Dust
2024-05-24,Balaji & Co,46805.82,Packing,Orid Dust
2024-12-04,Sri Traders,7615.57,Maintenance,Moong Dust
2024-08-12,Amman Agencies,51598.84,Office Supplies,Moong Dhall
2024-07-31,Amman Agencies,69133.56,Maintenance,Toor Dust
2025-02-13,Sri Traders,16605.27,Transport,Moong Dust
2024-09-02,Amman Agencies,68563.38,Maintenance,Orid Dust
2024-07-02,Balaji & Co,38310.57,Salary,Moong Dhall
2024-07-23,Amman Agencies,84991.37,Transport,Toor Dust
2024-06-04,Balaji & Co,39546.26,Transport,Moong Dhall
2024-11-29,Amman Agencies,24593.45,Transport,Orid Polish
2024-11-22,Vasanth Stores,19333.69,Packing,Moong Dhall
2024-12-29,Amman Agencies,20425.66,Packing,Toor Dust
2024-10-20,Vasanth Stores,46205.68,Packing,Toor Dhall
2024-08-26,Sri Traders,84410.02,Packing,Toor Dust
2024-07-18,Vasanth Stores,54880.69,Packing,Orid Dust
2024-09-25,Sri Traders,65153.86,Packing,Orid Dust
2025-02-22,Balaji & Co,21556.46,Transport,Moong Dhall
2024-05-16,Sri Traders,46272.89,Packing,Orid Dhall
2024-08-02,Vasanth Stores,89351.12,Packing,Orid Dhall
2024-09-30,Balaji & Co,72123.9,Salary,Orid Dust
2024-04-19,Amman Agencies,21209.81,Transport,Moong Dust
2024-09-20,Vasanth Stores,75160.55,Transport,Orid Dust
2025-02-14,Vasanth Stores,27082.68,Packing,Orid Dhall
2024-09-29,Amman Agencies,66999.12,Salary,Orid Dhall
2024-08-10,Amman Agencies,79825.56,Packing,Orid Dust
2024-10-23,Ganesh Suppliers,53521.55,Packing,Toor Dhall
2025-01-15,Balaji & Co,6648.72,Packing,Moong Dust
2024-06-30,Amman Agencies,75622.24,Transport,Toor Dhall
2024-06-18,Balaji & Co,74773.53,Transport,Toor Dhall
2024-08-28,Vasanth Stores,71753.55,Office Supplies,Orid Dhall
2024-04-14,Amman Agencies,22094.93,Packing,Moong Dust
2024-08-19,Sri Traders,87420.36,Transport,Orid Dust
2025-01-01,Vasanth Stores,6960.73,Transport,Moong Dust
2024-04-23,Amman Agencies,44892.45,Transport,Orid Polish
2024-08-16,Ganesh Suppliers,80354.77,Transport,Orid Dust
2024-07-13,Vasanth Stores,87314.39,Office Supplies,Toor Dust
2024-06-19,Amman Agencies,61871.55,Packing,Orid Polish
2024-08-26,Ganesh Suppliers,100000,Maintenance,Toor Dhall
2024-07-01,Vasanth Stores,37196.98,Packing,Moong Dhall
2024-06-18,Ganesh Suppliers,54199.36,Transport,Orid Polish
2025-03-28,Balaji & Co,25143.54,Packing,Orid Dhall
2025-02-25,Vasanth Stores,28317.52,Packing,Orid Dhall
2024-05-04,Sri Traders,54803.31,Packing,Toor Dhall
2024-08-03,Ganesh Suppliers,85149.25,Maintenance,Toor Dust
2024-09-12,Ganesh Suppliers,70249.44,Packing,Orid Dust
2024-10-31,Ganesh Suppliers,49250.22,Packing,Toor Dhall
2024-11-13,Vasanth Stores,23218.23,Office Supplies,Orid Dhall
2024-10-12,Vasanth Stores,28632.71,Packing,Orid Dust
2024-07-17,Vasanth Stores,82168.34,Packing,Toor Dhall
2024-08-01,Balaji & Co,45468.02,Packing,Moong Dust
2024-07-29,Sri Traders,70824.03,Transport,Orid Dhall
2024-08-25,Vasanth Stores,43505.61,Transport,Moong Dust
2024-04-21,Sri Traders,38539.96,Transport,Orid Dust
2024-06-24,Sri Traders,29705.4,Packing,Moong Dust
2025-02-12,Sri Traders,18960.52,Office Supplies,Moong Dhall
2024-09-24,Vasanth Stores,80131.12,Transport,Orid Polish
2024-04-08,Amman Agencies,57393.4,Transport,Toor Dust
2024-08-27,Vasanth Stores,50325.84,Transport,Moong Dhall
2024-05-07,Vasanth Stores,61890.67,Packing,Toor Dhall
2024-09-20,Vasanth Stores,65203.58,Packing,Orid Polish
2025-02-08,Amman Agencies,33632.08,Transport,Toor Dust
2024-10-20,Vasanth Stores,26934.93,Salary,Moong Dust
2024-05-21,Ganesh Suppliers,31472.46,Salary,Moong Dhall
2024-09-03,Vasanth Stores,100000,Transport,Toor Dust
2024-12-18,Vasanth Stores,14227.66,Packing,Orid Dust
2024-08-23,Balaji & Co,79872.15,Office Supplies,Orid Polish
2024-09-15,Vasanth Stores,95680.7,Transport,Toor Dhall
2025-01-25,Ganesh Suppliers,14034.92,Transport,Toor Dhall
2024-09-28,Balaji & Co,44217.95,Transport,Moong Dust
2024-09-13,Vasanth Stores,91741.5,Maintenance,Toor Dhall
2024-08-10,Balaji & Co,76223.87,Packing,Orid Dhall
2024-07-21,Ganesh Suppliers,64235.43,Transport,Toor Dust
2024-10-27,Amman Agencies,22254.89,Transport,Moong Dust
2024-06-08,Sri Traders,48727.93,Office Supplies,Orid Dhall
2025-01-18,Balaji & Co,7374.25,Transport,Moong Dhall
2024-05-08,Sri Traders,74424.48,Maintenance,Toor Dhall
2024-06-26,Balaji & Co,34546.04,Maintenance,Moong Dust
2025-02-22,Ganesh Suppliers,23454.38,Maintenance,Orid Dhall
2024-09-04,Balaji & Co,81247.33,Transport,Toor Dust
2025-02-15,Amman Agencies,28077.75,Packing,Orid Dhall
2025-01-20,Balaji & Co,11278.25,Office Supplies,Orid Polish
2024-07-15,Sri Traders,51318.16,Office Supplies,Orid Polish
2024-07-22,Ganesh Suppliers,53798.8,Transport,Orid Dhall
2024-04-05,Amman Agencies,47986.53,Packing,Toor Dust
2024-05-02,Amman Agencies,49617.67,Packing,Orid Dust
2024-09-28,Sri Traders,87576.69,Packing,Toor Dhall
2024-04-10,Balaji & Co,62516.67,Transport,Toor Dhall
2024-09-04,Sri Traders,62727.03,Packing,Orid Dust
2024-11-10,Amman Agencies,24132.47,Packing,Toor Dust
2024-06-03,Ganesh Suppliers,57332.22,Transport,Orid Polish
2024-07-06,Balaji & Co,35045.58,Packing,Moong Dust
2024-09-18,Sri Traders,74312.03,Packing,Orid Dust
2024-07-01,Vasanth Stores,48672.13,Transport,Orid Dust
2024-05-04,Vasanth Stores,68161.38,Packing,Toor Dhall
2024-06-26,Ganesh Suppliers,59957.38,Transport,Orid Polish
2024-09-06,Amman Agencies,65317.62,Transport,Orid Dust
2024-04-10,Sri Traders,29584.43,Transport,Moong Dust
2024-10-10,Balaji & Co,21363.17,Packing,Moong Dust
2024-08-30,Ganesh Suppliers,100000,Transport,Toor Dust
2025-02-09,Vasanth Stores,28925.85,Transport,Toor Dust
2025-02-05,Vasanth Stores,23957.09,Maintenance,Orid Dhall
2024-09-18,Sri Traders,100000,Salary,Toor Dhall
2024-10-26,Sri Traders,20970.85,Transport,Moong Dust
2024-09-29,Sri Traders,47276.63,Transport,Moong Dust
2024-07-31,Vasanth Stores,83054.06,Packing,Toor Dust
2024-08-31,Amman Agencies,100000,Packing,Toor Dust
2024-07-12,Sri Traders,65105.64,Packing,Orid Dhall
2024-04-11,Vasanth Stores,23977.51,Transport,Moong Dhall
2024-08-10,Vasanth Stores,77245.28,Maintenance,Orid Polish
2024-09-02,Ganesh Suppliers,85034.08,Office Supplies,Toor Dust
2024-08-14,Sri Traders,100000,Office Supplies,Orid Polish
2024-04-10,Vasanth Stores,56353.68,Transport,Toor Dhall
2024-06-01,Amman Agencies,51715.03,Packing,Orid Dust
2024-08-03,Amman Agencies,100000,Salary,Toor Dust
2024-05-08,Sri Traders,50892.62,Packing,Orid Dhall
2024-10-17,Amman Agencies,22797.37,Maintenance,Moong Dust
2024-06-29,Vasanth Stores,63057.62,Transport,Toor Dust
2024-10-10,Amman Agencies,34541.86,Packing,Orid Dust
2024-05-07,Ganesh Suppliers,40658.32,Maintenance,Orid Dhall
2025-03-11,Vasanth Stores,20177.24,Transport,Orid Dust
2025-03-03,Amman Agencies,27433.85,Transport,Orid Dust
2024-05-04,Sri Traders,56408.32,Maintenance,Toor Dust
2025-02-27,Ganesh Suppliers,25802.97,Packing,Orid Dust
2025-02-19,Ganesh Suppliers,28511.15,Office Supplies,Orid Polish
2024-05-03,Balaji & Co,67461.91,Maintenance,Toor Dhall
2024-06-17,Amman Agencies,36735.77,Transport,Moong Dust
2024-05-18,Vasanth Stores,74657.83,Packing,Toor Dust
2024-06-10,Sri Traders,38066.96,Transport,Moong Dhall
2024-05-25,Amman Agencies,75182.23,Transport,Toor Dhall
2024-07-18,Amman Agencies,78918.82,Transport,Toor Dust
2024-11-05,Sri Traders,24397.27,Transport,Orid Polish
2024-07-14,Sri Traders,66880.36,Transport,Orid Polish
2024-09-01,Amman Agencies,61187.18,Salary,Orid Dust
2024-05-09,Ganesh Suppliers,50252.88,Transport,Orid Dust
2024-06-01,Vasanth Stores,39418.76,Maintenance,Moong Dhall
2024-10-16,Amman Agencies,38111.26,Transport,Orid Polish
2024-06-02,Vasanth Stores,53592.05,Transport,Orid Polish
2024-05-01,Balaji & Co,32467.73,Maintenance,Moong Dust
2024-05-27,Amman Agencies,70563.49,Salary,Toor Dhall
2024-09-12,Amman Agencies,34536.71,Salary,Moong Dust
2024-06-10,Vasanth Stores,83140.4,Office Supplies,Toor Dhall
2024-06-06,Amman Agencies,49481.75,Transport,Orid Dust
2025-03-12,Ganesh Suppliers,25820.06,Transport,Orid Dhall
2024-06-08,Amman Agencies,37845.14,Salary,Moong Dhall
2024-05-04,Ganesh Suppliers,57300.78,Transport,Orid Polish
2024-08-31,Vasanth Stores,79301.73,Packing,Orid Dhall
2024-11-15,Ganesh Suppliers,13672.01,Transport,Moong Dust
2024-05-06,Amman Agencies,34523.23,Salary,Moong Dhall
2024-05-26,Ganesh Suppliers,30522.05,Maintenance,Moong Dust
2024-10-18,Amman Agencies,40106.41,Packing,Toor Dust
2024-08-24,Amman Agencies,68098.17,Salary,Orid Dhall
2025-02-04,Sri Traders,36595.99,Packing,Toor Dust
2024-08-22,Sri Traders,45164.05,Packing,Moong Dust
2024-08-07,Sri Traders,77228.68,Maintenance,Orid Polish
2024-12-27,Balaji & Co,10487.83,Office Supplies,Moong Dust
2024-08-22,Ganesh Suppliers,73518.47,Packing,Orid Polish
2024-07-22,Vasanth Stores,60285.58,Transport,Orid Polish
2024-08-05,Balaji & Co,89367.72,Packing,Orid Dhall
2024-08-14,Amman Agencies,88343.65,Packing,Orid Dhall
2024-10-28,Amman Agencies,21339.47,Office Supplies,Moong Dhall
2024-07-03,Balaji & Co,90764.48,Transport,Toor Dust
2024-04-04,Ganesh Suppliers,44615.13,Salary,Orid Polish
2024-08-06,Amman Agencies,49432.19,Packing,Moong Dhall
2024-07-05,Amman Agencies,54152.49,Transport,Orid Dust
2024-06-02,Sri Traders,34873.23,Transport,Moong Dust
2024-12-27,Sri Traders,10282.79,Packing,Moong Dhall
2024-10-15,Sri Traders,52156.27,Transport,Toor Dhall
2024-07-11,Amman Agencies,57262.52,Transport,Orid Dhall
2024-05-09,Amman Agencies,49156.95,Office Supplies,Orid Polish
2024-09-29,Sri Traders,93988.96,Packing,Toor Dust
2024-08-03,Ganesh Suppliers,46789.14,Packing,Moong Dust
2024-08-26,Amman Agencies,48964.64,Maintenance,Moong Dust
2024-07-12,Balaji & Co,85399.9,Packing,Toor Dhall
2024-05-12,Sri Traders,49007.18,Transport,Orid Dhall
2024-06-07,Vasanth Stores,63698.31,Office Supplies,Toor Dust
2024-08-14,Amman Agencies,53381.64,Packing,Moong Dhall
2024-04-11,Sri Traders,28440.03,Transport,Moong Dust
2025-03-30,Sri Traders,19881.17,Transport,Orid Dust
2024-04-27,Amman Agencies,59325.91,Packing,Toor Dhall
2024-05-09,Ganesh Suppliers,46747.69,Packing,Orid Dhall
2025-03-02,Ganesh Suppliers,25034.05,Office Supplies,Toor Dust
2024-07-04,Sri Traders,59905.27,Packing,Orid Dust
2025-01-10,Amman Agencies,8839.74,Transport,Moong Dust
2024-06-02,Ganesh Suppliers,83312.44,Packing,Toor Dhall
2024-09-06,Vasanth Stores,50833.75,Office Supplies,Moong Dust
2024-10-19,Amman Agencies,45142.32,Office Supplies,Toor Dust
2024-05-13,Ganesh Suppliers,62263.22,Maintenance,Toor Dhall
2024-06-12,Ganesh Suppliers,35611.78,Office Supplies,Moong Dhall
2024-05-02,Sri Traders,47841.42,Maintenance,Orid Dust
2024-12-10,Vasanth Stores,10164.31,Office Supplies,Moong Dust
2024-08-31,Amman Agencies,91725.31,Transport,Orid Dust
2024-05-19,Balaji & Co,33798.57,Transport,Moong Dhall
2024-09-04,Sri Traders,98669.14,Packing,Toor Dhall
2024-06-15,Vasanth Stores,53859.51,Office Supplies,Orid Dhall
2024-10-07,Balaji & Co,42056.94,Packing,Orid Dhall
2024-05-10,Sri Traders,51788.86,Packing,Orid Dhall
2024-04-01,Amman Agencies,30469.76,Transport,Moong Dust
2024-10-04,Balaji & Co,36891.47,Packing,Orid Dust
2024-10-04,Amman Agencies,33179.44,Office Supplies,Orid Dust
2024-08-27,Ganesh Suppliers,52720.09,Transport,Moong Dust
2024-12-06,Balaji & Co,16406.19,Packing,Orid Dhall
2024-10-07,Balaji & Co,44634.24,Transport,Toor Dust
2024-05-24,Ganesh Suppliers,41346.66,Maintenance,Orid Dhall
2024-10-31,Amman Agencies,27778.7,Packing,Moong Dhall
2024-06-28,Sri Traders,60177.94,Maintenance,Orid Dhall
2024-07-06,Balaji & Co,33906.4,Transport,Moong Dust
2024-11-13,Balaji & Co,23249.09,Office Supplies,Orid Dust
2024-11-24,Amman Agencies,24503.66,Office Supplies,Orid Dust
2024-08-05,Sri Traders,100000,Transport,Toor Dhall
2024-04-19,Sri Traders,66804.09,Packing,Toor Dhall
2024-12-27,Sri Traders,9085.14,Packing,Moong Dust
2024-06-11,Sri Traders,31658.01,Transport,Moong Dust
2024-10-03,Amman Agencies,23902.1,Packing,Moong Dhall
2024-08-12,Sri Traders,75217.63,Packing,Orid Dhall
2024-04-07,Balaji & Co,25783.7,Transport,Moong Dhall
2024-08-06,Amman Agencies,54216.11,Transport,Moong Dust
2024-04-03,Sri Traders,34667.44,Transport,Moong Dhall
2024-05-10,Vasanth Stores,45099.07,Packing,Orid Dhall
